Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
AIM,17/11/1997,01/11/1997,1997,IPO,,MINORPLANET SYSTEMS,New Company Placing,United Kingdom,490,Tobacco,Tobacco,45,,17.71,,3.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/11/1997,01/11/1997,1997,IPO,,CRESCO INTERNATIONAL,New Company Placing,United Kingdom,778,Utilities - Other,Provision of water and the removal of sewage,150,,7.64,,2.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/10/1997,01/10/1997,1997,IPO,,MARLBOROUGH INTERNATIONAL,New Company Placing,Republic of Ireland,482,Pharmaceuticals & Biotechnology,Biotechnology,86.5,,22.86,,9.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/10/1997,01/10/1997,1997,IPO,,WEATHER ACTION HLDGS,New Company Placing,United Kingdom,481,Support Services,Business Support Services,79,,5.32,,1.38,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/10/1997,01/10/1997,1997,IPO,,SOLITAIRE GROUP,New Company Placing,United Kingdom,792,Property,Property,148,,6.75,,3.05,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/10/1997,01/10/1997,1997,IPO,,NOTTINGHAM FOREST,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,70,,30.88,,2.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/10/1997,01/10/1997,1997,IPO,,NSB RETAIL SYSTEMS,New Company Placing,United Kingdom,487,Support Services,Information Technology,115,,11.12,,4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/10/1997,01/10/1997,1997,IPO,,CAMBURY INVESTMENTS,New Company Placing,United Kingdom,778,Utilities - Other,Provision of water and the removal of sewage,2.5,,3.75,,3.38,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/10/1997,01/10/1997,1997,IPO,,BUCKLAND INVESTMENTS,New Company Placing,,778,Utilities - Other,Provision of water and the removal of sewage,15,,0.63,,0.63,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/09/1997,01/09/1997,1997,IPO,,SCIENCE SYSTEMS,New Company Placing,United Kingdom,487,Support Services,Information Technology,129,,21.93,,5.43,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/09/1997,01/09/1997,1997,IPO,,ARAM RESOURCES,New Company Placing,United Kingdom,125,Extractive Industries,Other Mineral Extractors & Mines,100,,5.15,,0.35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/09/1997,01/09/1997,1997,IPO,,COMPUTERLAND UK,New Company Placing,United Kingdom,487,Support Services,Information Technology,100,,6,,1.73,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,09/09/1997,01/09/1997,1997,IPO,,I S SOLUTIONS,New Company Placing,United Kingdom,487,Support Services,Information Technology,134,,6.39,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/08/1997,01/08/1997,1997,IPO,,LANDROUND,New Company Placing,United Kingdom,432,Media,Media Agencies,80,,2.23,,0.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/07/1997,01/07/1997,1997,IPO,,FAIRPLACE CONSULTING,New Company Placing,,482,Pharmaceuticals & Biotechnology,Biotechnology,3,,4.3,,1.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/07/1997,01/07/1997,1997,IPO,,CITADEL HOLDINGS,New Company Placing,United Kingdom,792,Property,Property,100,,33,,22.67,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/07/1997,01/07/1997,1997,IPO,,KINGFISHER LEISURE,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,160,,15.5,,7.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/07/1997,01/07/1997,1997,IPO,,HELICON PUBLISHING GROUP,New Company Placing,United Kingdom,436,Media,Publishing,125,,7.34,,3.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/07/1997,01/07/1997,1997,IPO,,PYCRAFT & ARNOLD HLDGS,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",55,,8.6,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/07/1997,01/07/1997,1997,IPO,,DELCAM,New Company Placing,United Kingdom,487,Support Services,Information Technology,260,,15.4,,2.31,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/07/1997,01/07/1997,1997,IPO,,BAKERY SERVICES,New Company Placing,United Kingdom,333,Food Producers,Food Producers,3,,2.2,,1.08,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/06/1997,01/06/1997,1997,IPO,,GROSMONT HOLDINGS,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",2.5,,2.5,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/06/1997,01/06/1997,1997,IPO,,HIGHLAND TIMBER,New Company Placing,United Kingdom,225,Building Materials & Merchants,Builders Merchants,120,,7.77,,0.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/06/1997,01/06/1997,1997,IPO,,SBS GROUP,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,100,,7.05,,1.52,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/05/1997,01/05/1997,1997,IPO,,SOUTH BEACH CAFE,New Company Placing,,470,"Breweries, Pubs & Restaurants","Breweries, Pubs & Restaurants",6,,9.73,,1.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/05/1997,01/05/1997,1997,IPO,,EAGLES,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,40,,3.9,,0.9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/05/1997,01/05/1997,1997,IPO,,INTEGRATED ASSET MANAGEMENT,New Company Placing,United Kingdom,775,Utilities - Other,Multi-Utilities,100,,2.64,,2.39,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/05/1997,01/05/1997,1997,IPO,,NEWMARK TECHNOLOGY GROUP,New Company Placing,United Kingdom,484,Support Services,Security & Alarm Services,10,,4.2,,0.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/05/1997,01/05/1997,1997,IPO,,LONGBRIDGE INTERNATIONAL,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,100,,3.33,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/05/1997,01/05/1997,1997,IPO,,ITG GROUP,New Company Placing,Republic of Ireland,481,Support Services,Business Support Services,148,,6.64,,2.09,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/04/1997,01/04/1997,1997,IPO,,PETRA DIAMONDS,New Company Placing,Bermuda,125,Extractive Industries,Other Mineral Extractors & Mines,30,,8.75,,2.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/04/1997,01/04/1997,1997,IPO,,DRAGONS HEALTH CLUBS,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,100,,10,,1.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/04/1997,01/04/1997,1997,IPO,,COMINO,New Company Placing,United Kingdom,487,Support Services,Information Technology,130,,14.35,,2.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/04/1997,01/04/1997,1997,IPO,,LADY IN LEISURE GROUP,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,110,,4.57,,1.81,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/04/1997,01/04/1997,1997,IPO,,SOCCER INVESTMENTS,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,100,,10,,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/04/1997,01/04/1997,1997,IPO,,NMT GROUP,New Company Placing,United Kingdom,360,Health Care,Health Care,50,,19.64,,10,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/04/1997,01/04/1997,1997,IPO,,METHVEN'S,New Company Placing,,454,"Retailers, General","Retailers, Chain Stores",44,,3.72,,1.43,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/04/1997,01/04/1997,1997,IPO,,SIBIR ENERGY,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,10,,25.5,,3.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/04/1997,01/04/1997,1997,IPO,,BICKERTON GROUP,New Company Placing,United Kingdom,210,Construction,Construction,40,,6.1,,2.04,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/04/1997,01/04/1997,1997,IPO,,AVALON OIL,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,100,,76.02,,33.14,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/03/1997,01/03/1997,1997,IPO,,WORLD TELECOM,New Company Placing,United Kingdom,481,Support Services,Business Support Services,150,,32.34,,13.18,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/03/1997,01/03/1997,1997,IPO,,PREMIER ASSET MANAGEMENT,New Company Placing,United Kingdom,871,Speciality & Other Finance,Asset Managers,20,, -   ,,1.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/03/1997,01/03/1997,1997,IPO,,PRESTBURY LEISURE GROUP,New Company Placing,United Kingdom,414,Distributors,"Distributors, Other",2,,2.52,,0.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/03/1997,01/03/1997,1997,IPO,,CHARLTON ATHLETIC,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,80,,17.95,,6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/03/1997,01/03/1997,1997,IPO,,Q GROUP(THE),New Company Placing,United Kingdom,436,Media,Publishing,114,,19,,4.93,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/03/1997,01/03/1997,1997,IPO,,TOTAL OFFICE GROUP,New Company Placing,United Kingdom,481,Support Services,Business Support Services,145,,23.29,,7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/03/1997,01/03/1997,1997,IPO,,DOBBIES GARDEN CENTRES,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",200,,9.39,,2.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/03/1997,01/03/1997,1997,IPO,,BIRMINGHAM CITY,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,50,,25,,7.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/03/1997,01/03/1997,1997,IPO,,SCREEN,New Company Placing,,484,Support Services,Security & Alarm Services,3,,5.78,,1.82,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/02/1997,01/02/1997,1997,IPO,,VFG,New Company Placing,United Kingdom,434,Media,Broadcasting Contractors,40,,5.71,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/02/1997,01/02/1997,1997,IPO,,AORTECH INTERNATIONAL,New Company Placing,United Kingdom,360,Health Care,Health Care,125,,21.5,,4.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/02/1997,01/02/1997,1997,IPO,,ANGLO-WELSH GROUP,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,100,,3.05,,2.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/02/1997,01/02/1997,1997,IPO,,INFOBANK INTL HLDGS,New Company Placing,United Kingdom,487,Support Services,Information Technology,125,,24.07,,9.13,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/02/1997,01/02/1997,1997,IPO,,MANO RIVER RESOURCES INC.,New Company Placing,Canada,125,Extractive Industries,Other Mineral Extractors & Mines,18,, -   ,,0.85,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/02/1997,01/02/1997,1997,IPO,,C & B PUBLISHING,New Company Placing,United Kingdom,436,Media,Publishing,110,,5.45,,1.4,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/02/1997,01/02/1997,1997,IPO,,CALIDORE GROUP,New Company Placing,United Kingdom,772,Other Financial,"Financial, Other",2.5,,2.8,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/01/1997,01/01/1997,1997,IPO,,JOHN LEWIS OF HUNGERFORD,New Company Placing,United Kingdom,342,Household Goods & Textiles,Furnishings & Floor Coverings,3,,4.15,,1.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/01/1997,01/01/1997,1997,IPO,,GB RAILWAYS GROUP,New Company Placing,United Kingdom,490,Tobacco,Tobacco,100,,8.75,,7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/01/1997,01/01/1997,1997,IPO,,SANCTUARY MUSIC PRODUCTIONS,New Company Placing,United Kingdom,436,Media,Publishing,65,,6.24,,1.74,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/12/1996,01/12/1996,1996,IPO,,FOUNTAIN FORESTRY,New Company Placing,United Kingdom,336,Food Producers,Plantations,75,,6.59,,2.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/12/1996,01/12/1996,1996,IPO,,ON-LINE,New Company Placing,United Kingdom,487,Support Services,Information Technology,100,,3.31,,0.51,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/12/1996,01/12/1996,1996,IPO,,PILAT TECHNOLOGIES INTERNATIONAL,New Company Placing,Israel,487,Support Services,Information Technology,68.5,,14.71,,2.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/12/1996,01/12/1996,1996,IPO,,HIGHAMS SYSTEMS SERVICES GROUP,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,72,,6.37,,0.65,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/12/1996,01/12/1996,1996,IPO,,OXFORD BIOMEDICA,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,88,,50.08,,4.77,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/12/1996,01/12/1996,1996,IPO,,YEOMAN GROUP,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,175,,8.39,,3.32,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/11/1996,01/11/1996,1996,IPO,,DAWN TIL DUSK HLDGS,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",115,,4.04,,1.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/11/1996,01/11/1996,1996,IPO,,KERN RIVER,New Company Placing,United Kingdom,162,Oil Exploration & Production,Oil Exploration & Production,50,,5.75,,1.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/11/1996,01/11/1996,1996,IPO,,GOSHAWK INSURANCE HLDGS,New Company Placing,United Kingdom,736,Insurance,"Insurance, Lloyd's Funds",110,,37.28,,35,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/11/1996,01/11/1996,1996,IPO,,RECYCLING SERVICES GROUP,New Company Placing,United Kingdom,485,Support Services,Waste Control,90,,14.6,,4.27,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/11/1996,01/11/1996,1996,IPO,,FUTURE INTEGRATED TELEPHONY,New Company Placing,United Kingdom,660,Telecommunications OLD,Telecommunications,115,,12.77,,3.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/11/1996,01/11/1996,1996,IPO,,CHARTERHOUSE COMMUNICATIONS,New Company Placing,United Kingdom,436,Media,Publishing,5,,5,,2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/11/1996,01/11/1996,1996,IPO,,ACCESS PLUS,New Company Placing,United Kingdom,432,Media,Media Agencies,90,,12.66,,4.43,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/11/1996,01/11/1996,1996,IPO,,SNAKEBOARD INTERNATIONAL,New Company Placing,United Kingdom,428,Leisure & Hotels,Home Entertainment,3,,20.14,,3.1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/11/1996,01/11/1996,1996,IPO,,EXETER INVESTMENT GROUP,New Company Placing,United Kingdom,775,Utilities - Other,Multi-Utilities,92,,8.74,,3.89,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/11/1996,01/11/1996,1996,IPO,,BARRASFORD HLDGS,New Company Placing,United Kingdom,792,Property,Property,6,,9.22,,4.02,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/11/1996,01/11/1996,1996,IPO,,MAJESTIC WINES,New Company Placing,United Kingdom,440,"Retailers, Food","Retailers and Wholesalers, Food",160,,20.4,,4.39,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/11/1996,01/11/1996,1996,IPO,,BEAUFORT GROUP,New Company Placing,United Kingdom,481,Support Services,Business Support Services,3,,5.75,,1.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/11/1996,01/11/1996,1996,IPO,,CORPORATE EXECUTIVE SEARCH INTL,New Company Placing,United Kingdom,482,Pharmaceuticals & Biotechnology,Biotechnology,3,,4.68,,0.7,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/1996,01/10/1996,1996,IPO,,JARDINERIE INTERIORS GROUP,New Company Placing,United Kingdom,481,Support Services,Business Support Services,114,,10.08,,4.28,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/1996,01/10/1996,1996,IPO,,DEEP-SEA LEISURE,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,160,,10.03,,3.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,31/10/1996,01/10/1996,1996,IPO,,MONDAS,New Company Placing,United Kingdom,487,Support Services,Information Technology,75,,4.52,,1.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/10/1996,01/10/1996,1996,IPO,,BEECHCROFT,New Company Placing,United Kingdom,210,Construction,Construction,3,,5.66,,2.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/10/1996,01/10/1996,1996,IPO,,LOFTUS ROAD,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,72,,26.66,,10.39,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/10/1996,01/10/1996,1996,IPO,,GEO INTERACTIVE MEDIA GROUP,New Company Placing,Israel,487,Support Services,Information Technology,100,,100,,12,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/10/1996,01/10/1996,1996,IPO,,VICTORY CORP,New Company Placing,United Kingdom,346,Household Goods & Textiles,Household Requisites,58,,109.91,,45,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/10/1996,01/10/1996,1996,IPO,,FITNESS FIRST,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,80,,22,,8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/10/1996,01/10/1996,1996,IPO,,MEARS GROUP,New Company Placing,United Kingdom,481,Support Services,Business Support Services,10,,3.6,,1.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/10/1996,01/10/1996,1996,IPO,,AIRTECH,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,68,,30.97,,11.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/10/1996,01/10/1996,1996,IPO,,INTEROUTE TELECOMUNICATIONS,New Company Placing,United Kingdom,660,Telecommunications OLD,Telecommunications,150,,50,,11.04,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/10/1996,01/10/1996,1996,IPO,,EURASIA MINING,New Company Placing,United Kingdom,129,Extractive Industries,Mining Finance,310,,11.55,,2.91,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/1996,01/09/1996,1996,IPO,,PERSONAL NUMBER CO,New Company Placing,United Kingdom,660,Telecommunications OLD,Telecommunications,66,,10.23,,2.13,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/09/1996,01/09/1996,1996,IPO,,SHALIBANE,New Company Placing,United Kingdom,270,"Engineering, Vehicles",Vehicle Components & Assemblers,125,,6.01,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/09/1996,01/09/1996,1996,IPO,,THE WEEKS GROUP,New Company Placing,United Kingdom,210,Construction,Construction,5,,6.58,,2.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/09/1996,01/09/1996,1996,IPO,,GROSVENOR LAND HLDGS,New Company Placing,United Kingdom,792,Property,Property,12.5,,1.46,,0.19,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,10/09/1996,01/09/1996,1996,IPO,,POLYDOC,New Company Placing,United Kingdom,487,Support Services,Information Technology,65,,11.17,,2.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/08/1996,01/08/1996,1996,IPO,,LONDON & EDINBURGH PUBLISHING,New Company Placing,United Kingdom,436,Media,Publishing,10,,3.05,,1.39,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/08/1996,01/08/1996,1996,IPO,,BARBICAN HEALTHCARE,New Company Placing,United Kingdom,360,Health Care,Health Care,62,,11.96,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,13/08/1996,01/08/1996,1996,IPO,,GALL THOMSON ENVIRONMENTAL,New Company Placing,United Kingdom,165,Oil Exploration & Production,Oil Services,50,,15.56,,8.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,02/08/1996,01/08/1996,1996,IPO,,SCI ENTERTAINMENT GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,149,,17.41,,5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/07/1996,01/07/1996,1996,IPO,,HIT ENTERTAINMENT,New Company Placing,United Kingdom,434,Media,Broadcasting Contractors,163,,18.21,,3.59,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/07/1996,01/07/1996,1996,IPO,,AND INTERNATIONAL PUBLISHERS,New Company Placing,United Kingdom,436,Media,Publishing,70,,14.48,,2.48,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/07/1996,01/07/1996,1996,IPO,,WEST 175 ENTERPRISES,New Company Placing,USA,434,Media,Broadcasting Contractors,125,,4.83,,1.53,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/07/1996,01/07/1996,1996,IPO,,DIGITAL ANIMATIONS GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,71,,10.43,,1.91,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/07/1996,01/07/1996,1996,IPO,,SELECTOR,New Company Placing,Israel,252,Electronic & Electrical Equipment,Electrical Equipment,66,,12.88,,2.97,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/07/1996,01/07/1996,1996,IPO,,UNO,New Company Placing,United Kingdom,454,"Retailers, General","Retailers, Chain Stores",134,,18.76,,8.04,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/07/1996,01/07/1996,1996,IPO,,ALIZYME,New Company Placing,United Kingdom,370,Pharmaceuticals,Pharmaceuticals,60,,10.37,,5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/07/1996,01/07/1996,1996,IPO,,LIFE NUMBERS,New Company Placing,United Kingdom,660,Telecommunications OLD,Telecommunications,12,,0.6,,0.6,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,17/07/1996,01/07/1996,1996,IPO,,HAT PIN,New Company Placing,United Kingdom,583,Support Services,"Education, Business Training & Employment Agencies",,, -   ,,0.75,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/07/1996,01/07/1996,1996,IPO,,FAYREWOOD,New Company Placing,United Kingdom,414,Distributors,"Distributors, Other",36,,1.89,,0.45,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/07/1996,01/07/1996,1996,IPO,,BATM ADVANCED COMMUNICATIONS,New Company Placing,Israel,253,Electronic & Electrical Equipment,Electronic Equipment,125,,38.82,,8.15,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/07/1996,01/07/1996,1996,IPO,,ELECTRONIC RETAILING SYSTEMS INTL,New Company Placing,USA,253,Electronic & Electrical Equipment,Electronic Equipment,145,,30.5,,7.2,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/07/1996,01/07/1996,1996,IPO,,LOTTERYKING HLDGS,New Company Placing,United Kingdom,426,Leisure & Hotels,Leisure Facilities,3,,5.41,,1.53,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/07/1996,01/07/1996,1996,IPO,,CIRQUAL,New Company Placing,United Kingdom,262,Engineering,Engineering Fabricators,122,,20.13,,5.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/07/1996,01/07/1996,1996,IPO,,PORDUM FOODS,New Company Placing,United Kingdom,440,"Retailers, Food","Retailers and Wholesalers, Food",3,,6.56,,0.86,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/07/1996,01/07/1996,1996,IPO,,AFA SYSTEMS,New Company Placing,United Kingdom,487,Support Services,Information Technology,120,,11.98,,3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,03/07/1996,01/07/1996,1996,IPO,,CIRCLE COMMUNICATIONS,New Company Placing,United Kingdom,434,Media,Broadcasting Contractors,170,,18.48,,6.8,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/06/1996,01/06/1996,1996,IPO,,INTELLIGENT ENVIRONMENTS GROUP,New Company Placing,United Kingdom,487,Support Services,Information Technology,94,,21.03,,15.61,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/06/1996,01/06/1996,1996,IPO,,WHITTARD OF CHELSEA,New Company Placing,United Kingdom,440,"Retailers, Food","Retailers and Wholesalers, Food",148,,23.49,,8.97,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,26/06/1996,01/06/1996,1996,IPO,,SOLID STATE SUPPLIES,New Company Placing,United Kingdom,253,Electronic & Electrical Equipment,Electronic Equipment,80,,5,,1,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/06/1996,01/06/1996,1996,IPO,,STAFFWARE,New Company Placing,United Kingdom,487,Support Services,Information Technology,225,,26.05,,6.9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,24/06/1996,01/06/1996,1996,IPO,,SINCLAIR MONTROSE HEALTHCARE,New Company Placing,United Kingdom,360,Health Care,Health Care,140,,17.01,,3.01,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/06/1996,01/06/1996,1996,IPO,,GOLD MINES OF SARDINIA LIMITED,New Company Placing,Australia,123,Extractive Industries,Gold Mining,16.92,,27.24,,5.9,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/06/1996,01/06/1996,1996,IPO,,I E S GROUP,New Company Placing,United Kingdom,484,Support Services,Security & Alarm Services,285,,49.16,,0.5,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/06/1996,01/06/1996,1996,IPO,,FIBERNET GROUP,New Company Placing,United Kingdom,660,Telecommunications OLD,Telecommunications,100,,37.16,,11.3,-,-,,,,,,,,,,,,,,,,,,,,,,,
AIM,14/06/1996,01/06/1996,1996,IPO,,THEO-FENNELL,New Company Placing,United Kingdom,342,Household Goods & Textiles,Furnishings & Floor Coverings,118,,19.09,,4.25,-,-,,,,,,,,,,,,,,,,,,,,,,,
