Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Intiial Trading High,Initial Trading Low,Close Day 1,Volume Initial Trading Day,Close Day 7 Trading,Price End Day 30,Price End Day 90,Price End Day 180,Price End Day 365,Price End Day 2 Years,Price End Day 5 Years,Price End Day 10 Years,notes,,,,,,,,,
AIM,06/07/2022,01/07/2022,2022,IPO,LIFS,LIFESAFE HOLDINGS PLC,New Company Placing,United Kingdom,50202020,Electronic and Electrical Equipment,Electronic Equipment: Control and Filter,75,GBX,17.13,W.H. Ireland Limited,3,0,3,77.5000,79.5000,75.0000,77.5000,51529,58.5000,53.5000,42.5000,48.0000,,,,,,,,,,,,,,
UK Main Market,01/07/2022,01/07/2022,2022,IPO,ALTE,ALTERATION EARTH PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,0.07,GBP,4.95,,1.26,0,1.26,27.5000,45.0000,45.0000,30.0000,570,15.0000,0.1500,10.0000,15.0000,,,,,,,,,,,,,,
AIM,24/05/2022,01/05/2022,2022,IPO,ENSI,ENSILICA PLC,New Company Placing,United Kingdom,,,,50,GBX,40.25,Allenby Capital Limited,6,0.15,6.15,53.5000,57.0000,50.0000,51.0000,174692,50.5000,46.0000,49.5000,49.0000,,,,,,,,,,,,,,
UK Main Market,06/05/2022,01/05/2022,2022,IPO,KEN,KENDRICK RESOURCES PLC,New Company Placing,United Kingdom,55102000,Industrial Metals and Mining,General Mining,3.5,GBX,8.51,,3.25,0,3.25,3.8750,3.5000,3.0000,3.2500,1859947,2.8000,2.2500,1.5000,1.2500,,,,,,,,,,,,,,
International Main Market,13/04/2022,01/04/2022,2022,IPO,FINS,FINANCIALS ACQUISITION CORP,New Company Placing,Cayman Islands,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,1000,GBX,153.35,,154.5,0,154.5,1000.0000,1000.0000,999.8500,997.5000,2605,992.5000,980.0000,992.5000,1000.0000,1035.0000,,,,,,,,,,,,,
UK Main Market,08/04/2022,01/04/2022,2022,IPO,1SN,FIRST TIN PLC,New Company Placing,United Kingdom,55102050,Industrial Metals and Mining,Nonferrous Metals,30,GBX,86.3,,20,0,20,32.5000,31.5000,28.2600,30.0000,489405,30.6000,23.6000,14.7500,10.6300,6.5500,,,,,,,,,,,,,
UK Main Market,08/04/2022,01/04/2022,2022,IPO,ARA,AURA RENEWABLE ACQUISITIONS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10,GBX,1.58,,1,0,1,15.0000,18.5000,11.0000,17.0000,261771,14.0000,12.0000,9.0000,7.5000,5.0000,,,,,,,,,,,,,
UK Main Market,07/04/2022,01/04/2022,2022,IPO,AJAX,AJAX RESOURCES PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,0.04,GBP,2.34,,1.34,0,1.34,5.0000,4.9000,4.5000,4.7500,286078,5.1000,4.6000,0.0400,4.1500,9.0000,,,,,,,,,,,,,
UK Main Market,05/04/2022,01/04/2022,2022,IPO,OFG,OCTOPUS FUTURE GENERATIONS VCT PLC,Offer for Subscription - New Company,United Kingdom,,,,100,GBX,17.9,,17.9,0,17.9,100.0000,100.0000,100.0000,100.0000,0,100.0000,100.0000,100.0000,100.0000,93.0000,,,,No volume,,,,,,,,,
UK Main Market,25/03/2022,01/03/2022,2022,IPO,BRS,BEACON RISE HOLDINGS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,100,GBX,2.81,,1.07,0,1.07,2.5000,2.5000,2.5000,2.5000,0,2.5000,2.5000,2.5000,2.5000,0.9000,,,,,,,,,,,,,
UK Main Market,23/03/2022,01/03/2022,2022,IPO,RCGH,RC365 HOLDING PLC,New Company Placing,United Kingdom,50205015,Industrial Support Services,Transaction Processing Services,6.2,GBX,7.53,,2.02,0,2.02,7.0000,7.0000,7.0000,7.0000,0,10.0000,10.0000,0.1500,0.2000,21.0000,,,,,,,,,,,,,
AIM,17/03/2022,01/03/2022,2022,IPO,CTL,CLEANTECH LITHIUM PLC,New Company Placing,Jersey,55102050,Industrial Metals and Mining,Nonferrous Metals,30,GBX,26.48,Beaumont Cornish Limited,5.6,0,5.6,33.5000,36.7000,33.7500,35.5000,406649,34.5000,28.0000,26.0000,54.0000,63.5000,,,,,,,,,,,,,
UK Main Market,16/03/2022,01/03/2022,2022,IPO,NEOA,NEW ENERGY ONE ACQUISITION CORPORATION PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,1000,GBX,172.99,,175,0,175,1000.0000,1000.0000,1000.0000,993.0000,1000,994.5000,1008.0000,990.0000,9.8500,10.2000,,,,,,,,,,,,,
UK Main Market,09/03/2022,01/03/2022,2022,IPO,CODX,CODEX ACQUISITIONS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10,GBX,1.28,,0.8,0.05,0.85,15.0000,15.0000,15.0000,15.0000,0,15.0000,0.1500,0.1500,0.1500,0.1300,,,,,,,,,,,,,
UK Main Market,04/03/2022,01/03/2022,2022,IPO,TMOR,MORE ACQUISITIONS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,0.01,GBP,1.5,,1.2,0.05,1.25,1.2000,1.2800,1.1000,1.1500,17311253,1.1500,1.1500,1.1000,0.9750,0.0095,,,,,,,,,,,,,
UK Main Market,02/03/2022,01/03/2022,2022,IPO,URAH,URA HOLDINGS PLC,New Company Placing,United Kingdom,55102000,Industrial Metals and Mining,General Mining,2,GBX,3.55,,1.05,0,1.05,2.5000,2.1500,1.7500,2.2500,209936,2.0000,1.9750,1.6750,1.3500,2.1500,,,,,,,,,,,,,
International Main Market,01/03/2022,01/03/2022,2022,IPO,HAMA,HAMAK GOLD LIMITED,New Company Placing,British Virgin Islands,55103025,Precious Metals and Mining,Gold Mining,10,GBX,2.5,,0.96,0,0.96,12.0000,10.0000,10.0000,12.0000,450000,11.0000,9.2500,0.1000,8.5000,10.0000,,,,,,,,,,,,,
AIM,16/02/2022,01/02/2022,2022,IPO,CPH2,CLEAN POWER HYDROGEN PLC,New Company Placing,United Kingdom,60102010,Alternative Energy,Alternative Fuels ,45,GBX,142,Cenkos Securities Plc,30,0.47,30.47,53.5000,69.0000,45.0000,61.5000,995403,62.5000,69.4000,46.5000,48.0000,24.5000,,,,,,,,,,,,,
AIM,16/02/2022,01/02/2022,2022,IPO,STG,STRIP TINNING HOLDINGS PLC,New Company Placing,United Kingdom,50202010,Electronic and Electrical Equipment,Electrical Components ,185,GBX,27.57,Singer Capital Markets Advisory LLP,8,2.75,10.75,192.5000,200.0000,170.0000,185.0000,320097,175.0000,157.5000,147.5000,100.0000,55.0000,,,,,,,,,,,,,
AIM,09/02/2022,01/02/2022,2022,IPO,IX.,I(X) NET ZERO PLC,New Company Placing,Jersey,30202010,Investment Banking and Brokerage Services ,Asset Managers and Custodians,76,GBX,62.06,Shore Capital & Corporate Limited,10.68,0,10.68,78.5000,77.6000,77.6000,77.0000,65,77.0000,76.5000,41.0000,25.0000,15.0000,,,,,,,,,,,,,
AIM,07/02/2022,01/02/2022,2022,IPO,ARV,ARTEMIS RESOURCES LIMITED,New Company Placing,Australia,55102000,Industrial Metals and Mining,General Mining,3.75,GBX,59,W.H. Ireland Limited,5,0,5,4.2500,5.0000,3.5000,3.7500,9566388,3.9000,3.8500,2.4000,1.5630,1.3250,,,,,,,,,,,,,
International Main Market,07/02/2022,01/02/2022,2022,IPO,HMA1,HIRO METAVERSE ACQUISITIONS I S.A.,New Company Placing,Luxembourg,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,1000,GBX,118.81,,118.11,0,118.11,1003.0000,1003.0000,1003.0000,1003.0000,0,1004.0000,996.0000,1005.0000,997.5000,1025.0000,,,,,,,,,,,,,
AIM,04/02/2022,01/02/2022,2022,IPO,HERC,HERCULES SITE SERVICES PLC,New Company Placing,United Kingdom,50101010,Construction and Materials ,Construction,50.5,GBX,30.79,SP Angel Corporate Finance LLP,4,4,8,52.5000,55.0000,52.0000,50.3000,60121,47.0100,45.6000,52.8900,45.7100,54.5600,,,,,,,,,,,,,
UK Main Market,28/01/2022,01/01/2022,2022,IPO,ACPE,ACP ENERGY PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,5,GBX,3.03,,0.83,0,0.83,6.5000,6.5000,6.5000,6.5000,0,6.7500,6.7500,0.0600,0.0600,0.0600,,,,,,,,,,,,,
UK Main Market,17/01/2022,01/01/2022,2022,IPO,GENF,GENFLOW BIOSCIENCES PLC,New Company Placing,United Kingdom,20103010,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,8,GBX,27.06,,3.76,0,3.76,0.2500,11.7600,9.4700,11.5000,2162734,12.4000,12.5000,9.5000,3.2500,2.1000,,,,,,,,,,,,,
UK Main Market,11/01/2022,01/01/2022,2022,IPO,ELEG,ELECTRIC GUITAR PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,3,GBX,1.88,,1.2,0,1.2,3.2500,3.4750,3.4250,3.2500,157000,3.8500,3.3500,3.0500,2.8500,2.5000,,,,,,,,,,,,,
UK Main Market,06/01/2022,01/01/2022,2022,IPO,GPL,GRAFT POLYMER (UK) PLC,New Company Placing,United Kingdom,55201020,Chemicals,Specialty Chemicals,21.5,GBX,23.16,,5,0,5,22.2500,22.4600,21.5500,22.1300,471304,21.9000,22.0000,16.3000,16.1000,13.9000,,,,,,,,,,,,,
AIM,05/01/2022,01/01/2022,2022,IPO,ADF,FACILITIES BY ADF PLC,New Company Placing,United Kingdom,50206050,Industrial Transportation,Commercial Vehicle-Equipment Leasing,50,GBX,39.26,Cenkos Securities Plc,15,3.39,18.39,52.0000,56.0000,50.0000,53.9200,1114961,64.3100,70.2400,70.2400,63.8100,53.0000,,,,,,,,,,,,,
AIM,30/12/2021,01/12/2021,2021,IPO,ATOM,ATOME ENERGY PLC,New Company Placing,United Kingdom,60101010,"Oil, Gas and Coal",Oil: Crude Producers,80,GBX,27.63,Beaumont Cornish Limited,6,0,6,85.0000,89.3000,77.1000,80.0000,369489,83.0000,73.5000,73.0000,100.0000,106.0000,,,,,,,,,,,,,
International Main Market,24/12/2021,01/12/2021,2021,IPO,MACA,MAC ALPHA LIMITED,New Company Placing,British Virgin Islands,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,100,GBX, -   ,,0.7,0,0.7,200.0000,,,,0,200.0000,200.0000,200.0000,200.0000,200.0000,,,,"LSE data, probably don’t use ",,,,,,,,,
AIM,23/12/2021,01/12/2021,2021,IPO,CTA,CT AUTOMOTIVE GROUP PLC,New Company Placing,United Kingdom,40101025,Automobiles and Parts,Auto Parts,147,GBX,81.49,Liberum Capital Limited,33.62,0,33.62,160.0000,165.0000,156.0000,160.0000,19530,160.0000,165.0000,165.0000,162.5000,0.9500,,,,,,,,,,,,,
AIM,23/12/2021,01/12/2021,2021,IPO,LIB,LIBERTINE HOLDINGS PLC,New Company Placing,United Kingdom,50204030,Industrial Engineering,Machinery: Engines,20,GBX,31.07,Panmure Gordon (UK) Limited,9,0,9,22.5000,32.0000,24.8800,30.0000,122567.0000,32.0000,32.5000,29.5000,22.5000,0.1450,,,,,,,,,,,,,
AIM,22/12/2021,01/12/2021,2021,IPO,APTA,APTAMER GROUP PLC,New Company Placing,United Kingdom,20103010,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,117,GBX,88.59,SPARK Advisory Partners Limited,10.77,0,10.77,128.5000,146.0000,131.4500,141.5000,193405.0000,138.0000,142.0000,120.0000,97.5000,45.0000,,,,,,,,,,,,,
UK Main Market,20/12/2021,01/12/2021,2021,IPO,GSCU,GREAT SOUTHERN COPPER PLC,New Company Placing,United Kingdom,,,,0.05,GBP,12.75,,3.52,0,3.52,6.0000,5.1000,4.4100,4.5500,430024.0000,4.9000,4.5000,3.7000,4.0500,2.3500,,,,,,,,,,,,,
International Main Market,17/12/2021,01/12/2021,2021,IPO,ESOZ,EPE SPECIAL OPPORTUNITIES LIMITED,New Company Placing,Bermuda,,,,100,GBX,20.5,Numis Securities Limited,20,0,20,168.0000,172.0000,168.0000,169.0000,1290.0000,169.0000,176.0000,145.0000,139.0000,180.0000,,,,,,,,,,,,,
AIM,16/12/2021,01/12/2021,2021,IPO,DSW,DSW CAPITAL PLC,New Company Placing,United Kingdom,30202010,Investment Banking and Brokerage Services ,Asset Managers and Custodians,100,GBX,22.67,Shore Capital & Corporate Limited,5,0,5,,,,,,,,,,,,,,,,,,,,,,,
AIM,16/12/2021,01/12/2021,2021,IPO,PPHC,"PUBLIC POLICY HOLDING COMPANY, INC.",New Company Placing,United States,50205020,Industrial Support Services,Professional Business Support Services,135,GBX,151.54,Stifel Nicolaus Europe Limited,11.12,19.53,30.65,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/12/2021,01/12/2021,2021,IPO,LBG,LBG MEDIA PLC,New Company Placing,United Kingdom,40301010,Media,Entertainment,175,GBX,401.14,Zeus Capital Limited,30,81.07,111.07,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,14/12/2021,01/12/2021,2021,IPO,TLEI,THOMASLLOYD ENERGY IMPACT TRUST PLC,New Company Placing,United Kingdom,,,,1,USD,89.56,,86.92,0,86.92,,,,,,,,,,,,,,,,,,,,,,,
AIM,07/12/2021,01/12/2021,2021,IPO,4GBL,4GLOBAL PLC,New Company Placing,United Kingdom,10101015,Software and Computer Services,Software,91,GBX,23.71,SPARK Advisory Partners Limited,4,0,4,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/12/2021,01/12/2021,2021,IPO,OBI,ONDINE BIOMEDICAL INC.,New Company Placing,Canada,,,,53.41,GBX,108.97,Arden Partners plc,22.26,0,22.26,,,,,,,,,,,,,,,,,,,,,,,
AIM,06/12/2021,01/12/2021,2021,IPO,WNWD,WINDWARD LTD,New Company Placing,Israel,50205020,Industrial Support Services,Professional Business Support Services,155,GBX,132.66,Canaccord Genuity Ltd,26.28,8.22,34.5,,,,,,,,,,,,,,,,,,,,,,,
AIM,01/12/2021,01/12/2021,2021,IPO,SKL,SKILLCAST GROUP PLC,New Company Placing,United Kingdom,10101015,Software and Computer Services,Software,37,GBX,33.1,finnCap Ltd,3.5,1,4.5,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/11/2021,01/11/2021,2021,IPO,GELN,GELION PLC,New Company Placing,United Kingdom,,,,145,GBX,160.76,finnCap Ltd,16.04,3,19.04,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,30/11/2021,01/11/2021,2021,IPO,HPA1,HAMBRO PERKS ACQUISITION COMPANY LIMITED,New Company Placing,Guernsey,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,1000,GBX,143.5,,143.5,0,143.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,24/11/2021,01/11/2021,2021,IPO,FSF,FORESIGHT SUSTAINABLE FORESTRY COMPANY PLC,New Company Placing,United Kingdom,,,,100,GBX, -   ,,130,0,130,,,,,,,,,,,,,,,,,,,,,,,
AIM,23/11/2021,01/11/2021,2021,IPO,AT.,ASHTEAD TECHNOLOGY HOLDINGS PLC,New Company Placing,United Kingdom,60101030,"Oil, Gas and Coal",Oil Equipment and Services,162,GBX,130.51,Numis Securities Limited,15.52,36.05,51.57,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,23/11/2021,01/11/2021,2021,IPO,ROOF,ATRATO ONSITE ENERGY PLC,New Company Placing,United Kingdom,30204000,Closed End Investments,Closed End Investments,100,GBX,157.5,,150,0,150,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/11/2021,01/11/2021,2021,IPO,ETP,ENERAQUA TECHNOLOGIES PLC,New Company Placing,United Kingdom,50101020,Construction and Materials ,"Building, Roofing/Wallboard and Plumbing",277,GBX,95.35,finnCap Ltd,12,7.99,19.99,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/11/2021,01/11/2021,2021,IPO,LABS,LIFE SCIENCE REIT PLC,New Company Placing,United Kingdom,35102030,Real Estate Investment Trusts,Office REITs,100,GBX,357,Panmure Gordon (UK) Limited,350,0,350,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,19/11/2021,01/11/2021,2021,IPO,REDC,RED CAPITAL PLC,New Company Placing,Jersey,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10,GBX,2.1,,0.4,0,0.4,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,17/11/2021,01/11/2021,2021,IPO,TM1,TECHNOLOGY MINERALS PLC,New Company Placing,United Kingdom,55102000,Industrial Metals and Mining,General Mining,2.25,GBX,31.52,,1.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,16/11/2021,01/11/2021,2021,IPO,PINT,PANTHEON INFRASTRUCTURE PLC,New Company Placing,United Kingdom,,,,100,GBX,412,,400,0,400,,,,,,,,,,,,,,,,,,,,,,,
AIM,12/11/2021,01/11/2021,2021,IPO,FRG,FIRERING STRATEGIC MINERALS PLC,New Company Placing,Cyprus,55102000,Industrial Metals and Mining,General Mining,13,GBX,13.03,SPARK Advisory Partners Limited,5.91,0,5.91,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,12/11/2021,01/11/2021,2021,IPO,PROC,PROCOOK GROUP PLC,New Company Placing,United Kingdom,40202025,Household Goods and Home Construction,Household Equipment and Products,145,GBX,174.33,,0,39.73,39.73,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,10/11/2021,01/11/2021,2021,IPO,SRAD,STELRAD GROUP PLC,New Company Placing,United Kingdom,50101025,Construction and Materials ,Building: Climate Control,215,GBX,290.36,,25.03,0,25.03,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,09/11/2021,01/11/2021,2021,IPO,HEIT,HARMONY ENERGY INCOME TRUST PLC,New Company Placing,United Kingdom,,,,100,GBX,213.15,,210,0,210,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,09/11/2021,01/11/2021,2021,IPO,PODP,POD POINT GROUP HOLDINGS PLC,New Company Placing,United Kingdom,60102010,Alternative Energy,Alternative Fuels ,225,GBX,343.55,,120.16,0,120.16,,,,,,,,,,,,,,,,,,,,,,,
AIM,05/11/2021,01/11/2021,2021,IPO,MRK,MARKS ELECTRICAL GROUP PLC,New Company Placing,United Kingdom,40401030,Retailers ,Specialty Retailers ,110,GBX,121.22,Panmure Gordon (UK) Limited,5,25,30,,,,,,,,,,,,,,,,,,,,,,,
AIM,04/11/2021,01/11/2021,2021,IPO,DEVO,"DEVOLVER DIGITAL, INC.",New Company Placing,United States,40203040,Leisure Goods,Electronic Entertainment,157,GBX,751.84,Zeus Capital Limited,33.42,154.32,187.74,,,,,,,,,,,,,,,,,,,,,,,
International Main Market,01/11/2021,01/11/2021,2021,IPO,SFTL,SOFTLINE HOLDING PLC,International Offering (GDR),United States,10101015,Software and Computer Services,Software,7.5,USD,992.92,,333.58,0,333.58,,,,,,,,,,,,,,,,,,,,,,,
AIM,25/10/2021,01/10/2021,2021,IPO,AXL,ARROW EXPLORATION CORP.,New Company Placing,Canada,60101010,"Oil, Gas and Coal",Oil: Crude Producers,6.25,GBX,14.67,Arden Partners plc,8.81,0,8.81,,,,,,,,,,,,,,,,,,,,,,,
AIM,21/10/2021,01/10/2021,2021,IPO,TUN,TUNGSTEN WEST PLC,New Company Placing,United Kingdom,55102050,Industrial Metals and Mining,Nonferrous Metals,60,GBX,110.67,Strand Hanson Limited,39,0,39,,,,,,,,,,,,,,,,,,,,,,,
AIM,19/10/2021,01/10/2021,2021,IPO,BEN,BENS CREEK GROUP PLC,New Company Placing,United Kingdom,,,,10,GBX,42,Allenby Capital Limited,7,0,7,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,18/10/2021,01/10/2021,2021,IPO,CGL,CASTELNAU GROUP LIMITED,New Company Placing,Guernsey,30204000,Closed End Investments,Closed End Investments,100,GBX,183.77,,53.05,0,53.05,,,,,,,,,,,,,,,,,,,,,,,
AIM,15/10/2021,01/10/2021,2021,IPO,LST,LIGHT SCIENCE TECHNOLOGIES HOLDINGS PLC,New Company Placing,United Kingdom,50204010,Industrial Engineering,Machinery: Agricultural,10,GBX,19.16,Strand Hanson Limited,5,0.2,5.2,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,13/10/2021,01/10/2021,2021,IPO,WPS,W.A.G PAYMENT SOLUTIONS PLC,New Company Placing,United Kingdom,50205015,Industrial Support Services,Transaction Processing Services,150,GBX,930.17,,170,16,186,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,11/10/2021,01/10/2021,2021,IPO,TMTA,TMT ACQUISITION PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,20,GBX,6.19,,5,0,5,,,,,,,,,,,,,,,,,,,,,,,
AIM,08/10/2021,01/10/2021,2021,IPO,MEX,TORTILLA MEXICAN GRILL PLC,New Company Placing,United Kingdom,40501040,Travel and Leisure,Restaurants and Bars,181,GBX,73.46,Liberum Capital Limited,5,23.02,28.02,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,05/10/2021,01/10/2021,2021,IPO,ONT,OXFORD NANOPORE TECHNOLOGIES PLC,New Company Placing,United Kingdom,20103010,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,425,GBX,"4,753.71",,350,0,350,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,01/10/2021,01/10/2021,2021,IPO,PHLL,PETERSHILL PARTNERS PLC,New Company Placing,United Kingdom,30202010,Investment Banking and Brokerage Services ,Asset Managers and Custodians,350,GBX,"4,048.44",,546.99,465.12,1012.11,,,,,,,,,,,,,,,,,,,,,,,
AIM,30/09/2021,01/09/2021,2021,IPO,MTEC,MADE TECH GROUP PLC,New Company Placing,United Kingdom,10101010,Software and Computer Services,Computer Services,122,GBX,199.91,Singer Capital Markets Advisory LLP,15,70.4,85.4,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,30/09/2021,01/09/2021,2021,IPO,BAY,BAY CAPITAL PLC,New Company Placing,Jersey,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10,GBX,12.25,,4,0,4,,,,,,,,,,,,,,,,,,,,,,,
AIM,29/09/2021,01/09/2021,2021,IPO,PEEL,PEEL HUNT LIMITED,New Company Placing,Guernsey,,,,228,GBX,285.53,Grant Thornton UK LLP,40,72,112,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/09/2021,01/09/2021,2021,IPO,GROC,GREENROC MINING PLC,New Company Placing,United Kingdom,55102000,Industrial Metals and Mining,General Mining,10,GBX,12.23,Cairn Financial Advisers LLP,5.12,0,5.12,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,27/09/2021,01/09/2021,2021,IPO,ALK,ALKEMY CAPITAL INVESTMENTS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,50,GBX,3.6,,1.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,15/09/2021,01/09/2021,2021,IPO,NZI,NET ZERO INFRASTRUCTURE PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,3,GBX,2.28,,1.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,25/08/2021,01/08/2021,2021,IPO,CRES,CITIUS RESOURCES PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,4,GBX,2.05,,0,0.56,0.56,,,,,,,,,,,,,,,,,,,,,,,
AIM,18/08/2021,01/08/2021,2021,IPO,LIKE,LIKEWISE GROUP PLC,New Company Placing,United Kingdom,40202015,Household Goods and Home Construction,Household Furnishings,25,GBX,52.9,Zeus Capital Limited,10,0,10,,,,,,,,,,,,,,,,,,,,,,,
AIM,11/08/2021,01/08/2021,2021,IPO,BVX,BIVICTRIX THERAPEUTICS PLC,New Company Placing,United Kingdom,20103010,"Pharmaceuticals, Biotechnology and Marijuana Producers",Biotechnology,20,GBX,14.88,SP Angel Corporate Finance LLP,7.5,0,7.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,30/07/2021,01/07/2021,2021,IPO,HGEN,HYDROGENONE CAPITAL GROWTH PLC,New Company Placing,United Kingdom,60102020,Alternative Energy,Renewable Energy Equipment ,100,GBX,109.5,,107.35,0,107.35,,,,,,,,,,,,,,,,,,,,,,,
AIM,28/07/2021,01/07/2021,2021,IPO,BIG,BIG TECHNOLOGIES PLC,New Company Placing,United Kingdom,10101010,Software and Computer Services,Computer Services,200,GBX,807.73,Zeus Capital Limited,16.08,185.6,201.68,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,28/07/2021,01/07/2021,2021,IPO,SPAQ,SPINNAKER ACQUISITIONS PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,10,GBX,2.65,,2.08,0,2.08,,,,,,,,,,,,,,,,,,,,,,,
AIM,27/07/2021,01/07/2021,2021,IPO,CODE,NORTHCODERS GROUP PLC,New Company Placing,United Kingdom,10101010,Software and Computer Services,Computer Services,180,GBX,12.78,W.H. Ireland Limited,3.5,0,3.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,26/07/2021,01/07/2021,2021,IPO,BPT,BRIDGEPOINT GROUP PLC,New Company Placing,United Kingdom,30202010,Investment Banking and Brokerage Services ,Asset Managers and Custodians,350,GBX,"3,984.62",,300,488.99,788.99,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/07/2021,01/07/2021,2021,IPO,GENI,GENINCODE PLC,New Company Placing,United Kingdom,20102020,Medical Equipment and Services,Medical Services,44,GBX,46.47,Stifel Nicolaus Europe Limited,17,0,17,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/07/2021,01/07/2021,2021,IPO,SAAS,MICROLISE GROUP PLC,New Company Placing,United Kingdom,10101015,Software and Computer Services,Software,135,GBX,159.43,Singer Capital Markets Advisory LLP,18.6,42.55,61.15,,,,,,,,,,,,,,,,,,,,,,,
AIM,22/07/2021,01/07/2021,2021,IPO,ZED,ZENOVA GROUP PLC,New Company Placing,United Kingdom,,,,19,GBX,18.68,SPARK Advisory Partners Limited,4.5,0,4.5,,,,,,,,,,,,,,,,,,,,,,,
UK Main Market,22/07/2021,01/07/2021,2021,IPO,SIV,SIVOTA PLC,New Company Placing,United Kingdom,30205000,Open End and Miscellaneous Investment Vehicles,Open End and Miscellaneous Investment Vehicles,100,GBX,1.11,,1.04,0,1.04,,,,,,,,,,,,,,,,,,,,,,,
AIM,20/07/2021,01/07/2021,2021,IPO,LORD,LORDS GROUP TRADING PLC,New Company Placing,United Kingdom,50101020,Construction and Materials ,"Building, Roofing/Wallboard and Plumbing",95,GBX,155.14,Cenkos Securities Plc,30,22,52,,,,,,,,,,,,,,,,,,,,,,,
